No,Saldo,Frek ATM,Jenis Kelamin,tempat tinggal,Frek Supermarket,Frek Dept Store,Usia,Tertarik
4174,8.630,6,Perempuan,urban,7,2,48,1
4175,3.105,3,Laki-Laki,rural,1,0,38,0
4176,18.898,15,Perempuan,rural,5,4,37,1
4177,0.913,2,Laki-Laki,rural,0,2,33,0
4178,3.762,3,Perempuan,urban,1,4,39,0
4179,7.274,4,Laki-Laki,rural,1,2,38,0
4180,0.876,3,Laki-Laki,rural,0,0,49,0
4181,3.039,2,Laki-Laki,rural,7,0,34,0
4182,0.762,4,Laki-Laki,rural,1,3,43,0
4183,0.161,1,Laki-Laki,rural,0,4,41,0
4184,0.265,3,Laki-Laki,rural,2,2,35,0
4185,1.228,0,Perempuan,urban,3,2,42,0
4186,0.923,4,Perempuan,rural,2,5,36,0
4187,2.549,4,Perempuan,rural,3,2,37,0
4188,5.385,6,Perempuan,rural,10,1,37,0
4189,1.196,1,Laki-Laki,rural,1,2,37,0
4190,1.431,3,Laki-Laki,urban,4,1,42,0
4191,3.723,5,Perempuan,urban,5,2,37,0
4192,5.189,4,Perempuan,rural,0,2,37,0
4193,0.430,1,Perempuan,rural,3,2,35,0
4194,1.411,3,Laki-Laki,urban,0,2,35,0
4195,0.297,0,Laki-Laki,rural,0,2,34,0
4196,2.017,4,Laki-Laki,rural,4,5,43,0
4197,2.360,3,Laki-Laki,rural,0,7,41,0
4198,1.254,3,Laki-Laki,urban,1,1,35,0
4199,9.588,8,Perempuan,rural,5,0,38,0
4200,29.678,12,Perempuan,rural,2,5,38,1
4201,3.252,6,Perempuan,rural,8,1,45,0
4202,0.898,4,Perempuan,rural,1,1,44,0
4203,1.549,2,Laki-Laki,urban,1,2,43,0
4204,0.710,3,Perempuan,rural,2,4,40,0
4205,20.592,7,Perempuan,rural,4,3,34,1
4206,0.428,1,Laki-Laki,rural,0,1,43,0
4207,11.583,5,Perempuan,rural,4,8,44,1
4208,1.915,3,Perempuan,rural,4,2,36,0
4209,0.448,2,Perempuan,rural,6,0,45,0
4210,5.143,5,Laki-Laki,rural,6,2,40,0
4211,3.161,5,Laki-Laki,rural,3,2,35,0
4212,4.781,12,Perempuan,urban,4,4,32,1
4213,2.168,5,Laki-Laki,urban,4,1,46,0
4214,18.091,13,Perempuan,urban,10,4,33,1
4215,21.706,13,Perempuan,urban,4,7,39,1
4216,0.488,1,Perempuan,urban,2,2,46,0
4217,1.512,3,Laki-Laki,rural,3,1,37,0
4218,16.582,9,Perempuan,urban,3,6,38,1
4219,7.458,9,Laki-Laki,urban,1,0,39,0
4220,3.821,11,Laki-Laki,rural,5,1,36,0
4221,1.533,6,Laki-Laki,rural,2,1,30,0
4222,0.663,2,Perempuan,urban,3,1,34,0
4223,6.021,4,Perempuan,rural,3,1,40,0
4224,4.737,5,Perempuan,urban,6,1,35,0
4225,1.893,6,Perempuan,urban,4,2,34,0
4226,1.079,1,Perempuan,rural,4,0,40,0
4227,3.540,4,Perempuan,rural,1,6,35,0
4228,8.827,4,Laki-Laki,rural,3,1,27,1
4229,9.106,5,Perempuan,rural,5,1,41,0
4230,0.776,1,Perempuan,rural,0,2,38,0
4231,9.776,3,Perempuan,rural,3,1,34,0
4232,0.105,2,Perempuan,urban,4,1,34,0
4233,5.119,1,Perempuan,rural,2,2,39,0
4234,1.588,6,Perempuan,rural,4,2,32,0
4235,2.423,1,Laki-Laki,rural,0,5,30,1
4236,11.961,8,Perempuan,rural,4,2,47,0
4237,1.168,4,Perempuan,rural,2,1,42,0
4238,1.941,3,Laki-Laki,rural,3,1,37,0
4239,0.764,4,Perempuan,urban,2,2,37,0
4240,1.175,5,Perempuan,rural,1,3,32,0
4241,9.016,7,Laki-Laki,urban,2,2,38,0
4242,0.435,3,Perempuan,rural,5,3,39,0
4243,43.935,18,Perempuan,rural,5,2,41,1
4244,9.719,12,Perempuan,rural,4,1,42,0
4245,6.403,6,Laki-Laki,urban,1,2,47,0
4246,3.656,4,Laki-Laki,urban,1,3,43,0
4247,1.489,2,Laki-Laki,rural,3,2,38,0
4248,0.599,1,Perempuan,rural,2,1,38,0
4249,0.507,6,Laki-Laki,rural,5,1,39,0
4250,7.148,6,Laki-Laki,urban,2,3,42,0
4251,0.517,2,Laki-Laki,rural,1,4,40,0
4252,0.300,2,Laki-Laki,rural,2,1,34,0
4253,0.637,1,Perempuan,rural,4,1,41,0
4254,0.269,1,Laki-Laki,rural,4,0,38,0
4255,10.012,2,Laki-Laki,rural,1,3,30,1
4256,4.487,2,Perempuan,rural,5,1,31,0
4257,1.104,2,Perempuan,rural,2,0,44,0
4258,40.464,23,Laki-Laki,rural,2,1,43,1
4259,0.016,1,Laki-Laki,rural,0,3,30,0
4260,14.793,8,Laki-Laki,rural,1,3,41,0
4261,0.601,0,Laki-Laki,rural,3,3,39,0
4262,41.159,17,Laki-Laki,rural,1,2,42,1
4263,1.978,1,Perempuan,rural,2,2,36,0
4264,48.891,17,Laki-Laki,rural,6,7,39,1
4265,21.275,12,Laki-Laki,rural,1,5,35,1
4266,2.565,5,Laki-Laki,rural,1,1,39,0
4267,12.463,5,Perempuan,rural,2,4,39,0
4268,1.852,8,Laki-Laki,rural,4,1,34,0
4269,1.202,3,Perempuan,urban,3,2,33,0
4270,14.952,7,Perempuan,rural,2,3,46,0
4271,7.689,7,Laki-Laki,urban,5,2,45,0
4272,7.592,5,Laki-Laki,rural,1,3,39,0
4273,13.401,7,Perempuan,urban,2,7,37,1
4274,3.717,7,Laki-Laki,urban,3,0,33,0
4275,0.665,4,Laki-Laki,rural,1,1,48,0
4276,1.788,4,Perempuan,rural,4,1,48,0
4277,2.432,3,Perempuan,urban,7,0,32,1
4278,2.889,3,Laki-Laki,urban,1,1,40,0
4279,6.427,1,Perempuan,rural,4,0,33,0
4280,1.110,3,Laki-Laki,rural,7,0,37,0
4281,0.273,3,Laki-Laki,rural,3,2,35,0
4282,0.598,4,Perempuan,rural,1,2,42,0
4283,29.873,9,Perempuan,rural,3,2,35,1
4284,2.630,2,Laki-Laki,rural,1,2,38,0
4285,3.048,6,Laki-Laki,urban,4,3,36,0
4286,0.460,1,Perempuan,rural,5,4,31,0
4287,20.508,7,Perempuan,rural,2,2,33,1
4288,4.621,4,Perempuan,rural,3,2,35,0
4289,2.957,2,Perempuan,urban,2,1,42,0
4290,1.740,10,Laki-Laki,urban,8,2,38,1
4291,0.534,6,Laki-Laki,rural,1,0,38,0
4292,4.282,6,Laki-Laki,rural,4,5,34,1
4293,7.144,6,Laki-Laki,rural,2,8,50,1
4294,0.098,4,Laki-Laki,urban,2,4,41,0
4295,3.730,4,Laki-Laki,rural,0,2,37,0
4296,1.951,3,Perempuan,urban,5,2,32,0
4297,3.347,4,Perempuan,urban,1,1,31,0
4298,0.848,0,Laki-Laki,rural,0,2,37,0
4299,14.345,4,Laki-Laki,rural,2,3,41,0
4300,2.623,4,Laki-Laki,rural,3,0,37,0
4301,3.305,4,Perempuan,rural,3,0,45,0
4302,2.227,5,Laki-Laki,rural,1,1,43,0
4303,2.090,8,Perempuan,rural,10,1,45,1
4304,26.048,18,Laki-Laki,rural,6,4,39,1
4305,3.954,5,Laki-Laki,urban,3,1,40,0
4306,2.754,5,Laki-Laki,urban,0,2,35,0
4307,8.085,7,Laki-Laki,rural,3,2,38,0
4308,0.531,3,Laki-Laki,rural,1,2,28,1
4309,0.063,2,Perempuan,rural,4,1,42,0
4310,0.445,2,Laki-Laki,rural,0,2,40,0
4311,0.933,0,Perempuan,rural,2,2,45,0
4312,1.925,5,Laki-Laki,urban,1,0,45,0
4313,1.098,0,Perempuan,rural,1,2,34,0
4314,4.337,6,Laki-Laki,urban,1,1,31,0
4315,4.597,4,Perempuan,urban,5,0,32,0
4316,3.811,5,Laki-Laki,rural,0,0,33,0
4317,0.939,3,Laki-Laki,urban,3,1,42,0
4318,0.124,6,Perempuan,rural,6,1,27,1
4319,1.605,7,Laki-Laki,rural,1,4,38,0
4320,4.417,10,Laki-Laki,rural,8,0,41,0
4321,1.361,2,Laki-Laki,rural,0,0,40,0
4322,16.514,11,Laki-Laki,rural,12,0,30,1
4323,4.480,2,Laki-Laki,urban,3,2,38,0
4324,11.343,10,Laki-Laki,rural,1,3,44,0
4325,2.152,2,Laki-Laki,rural,3,1,39,0
4326,3.908,3,Perempuan,urban,2,3,44,0
4327,4.571,9,Laki-Laki,rural,2,2,46,0
4328,15.775,10,Laki-Laki,rural,4,2,28,1
4329,9.314,6,Laki-Laki,rural,2,1,41,0
4330,2.964,0,Laki-Laki,rural,3,2,40,0
4331,10.205,13,Perempuan,rural,2,4,46,1
4332,6.985,6,Perempuan,urban,7,0,38,0
4333,3.830,10,Perempuan,rural,3,3,39,0
4334,2.315,1,Perempuan,rural,3,4,41,0
4335,18.856,12,Perempuan,rural,7,0,43,1
4336,8.797,3,Perempuan,rural,1,2,38,0
4337,4.982,2,Perempuan,rural,5,2,48,0
4338,3.132,5,Laki-Laki,urban,2,0,46,0
4339,1.340,4,Laki-Laki,urban,2,2,41,0
4340,4.567,5,Laki-Laki,rural,6,2,33,1
4341,2.589,2,Perempuan,urban,5,0,40,0
4342,3.257,3,Perempuan,urban,2,2,35,0
4343,0.417,1,Laki-Laki,urban,1,2,45,0
4344,1.044,4,Perempuan,urban,8,1,38,0
4345,4.007,6,Perempuan,urban,5,1,45,0
4346,9.387,6,Laki-Laki,rural,6,0,40,0
4347,6.116,6,Laki-Laki,rural,2,3,50,1
4348,3.717,1,Laki-Laki,urban,0,1,48,0
4349,0.074,5,Perempuan,urban,5,1,44,0
4350,0.085,2,Perempuan,rural,4,3,42,0
4351,7.926,3,Perempuan,rural,3,3,39,0
4352,1.561,4,Perempuan,rural,3,1,36,0
4353,1.573,5,Laki-Laki,rural,2,3,49,0
4354,5.123,3,Perempuan,rural,3,3,37,0
4355,6.626,7,Laki-Laki,urban,0,0,39,0
4356,9.494,6,Perempuan,rural,8,1,43,0
4357,8.614,4,Perempuan,urban,4,1,44,0
4358,7.813,3,Laki-Laki,urban,2,0,36,0
4359,3.419,2,Perempuan,rural,1,1,22,1
4360,4.331,3,Perempuan,rural,3,2,42,0
4361,7.295,5,Perempuan,rural,5,6,43,1
4362,3.846,5,Laki-Laki,rural,1,5,33,1
4363,0.836,3,Laki-Laki,urban,1,0,39,0
4364,16.499,7,Perempuan,urban,5,1,43,0
4365,0.932,5,Perempuan,urban,0,0,48,0
4366,1.495,3,Laki-Laki,rural,1,1,45,0
4367,0.213,5,Perempuan,urban,1,10,37,1
4368,0.467,3,Perempuan,rural,1,5,45,0
4369,6.143,4,Perempuan,rural,4,0,32,0
4370,1.075,4,Laki-Laki,urban,1,0,28,1
4371,0.143,1,Laki-Laki,urban,0,2,43,0
4372,4.055,9,Laki-Laki,urban,2,1,36,0
4373,2.406,3,Perempuan,rural,2,0,29,1
4374,1.739,5,Perempuan,rural,6,1,38,0
4375,2.906,4,Perempuan,rural,4,2,38,0
4376,0.432,0,Laki-Laki,urban,0,1,31,0
4377,1.134,6,Perempuan,rural,6,0,37,0
4378,17.775,9,Laki-Laki,rural,2,4,35,1
4379,9.997,5,Perempuan,rural,7,1,37,0
4380,0.461,2,Perempuan,urban,2,3,43,0
4381,1.956,4,Perempuan,rural,0,1,31,0
4382,0.896,4,Laki-Laki,urban,1,2,43,0
4383,0.459,1,Laki-Laki,rural,1,4,38,0
4384,11.840,9,Laki-Laki,rural,2,6,44,1
4385,0.303,4,Laki-Laki,urban,1,5,43,0
4386,13.219,3,Laki-Laki,urban,0,6,47,1
4387,3.944,5,Perempuan,rural,6,1,36,0
4388,10.035,10,Laki-Laki,rural,2,1,30,1
4389,5.241,3,Perempuan,urban,2,0,38,0
4390,1.777,1,Perempuan,urban,4,1,47,0
4391,3.020,5,Laki-Laki,rural,1,2,33,0
4392,1.250,3,Laki-Laki,rural,2,2,42,0
4393,3.715,0,Laki-Laki,rural,3,2,35,0
4394,6.267,1,Laki-Laki,rural,0,1,43,0
4395,5.131,3,Perempuan,urban,8,3,36,0
4396,12.430,13,Laki-Laki,urban,11,2,37,1
4397,5.125,11,Laki-Laki,rural,1,2,41,0
4398,1.390,6,Laki-Laki,urban,1,0,35,0
4399,11.783,8,Laki-Laki,urban,3,1,38,0
4400,9.608,7,Laki-Laki,urban,4,2,44,0
4401,3.732,2,Laki-Laki,rural,5,2,41,0
4402,0.338,0,Perempuan,urban,0,4,33,0
4403,1.715,1,Perempuan,rural,1,5,40,0
4404,0.820,4,Laki-Laki,rural,2,0,41,0
4405,7.483,5,Laki-Laki,rural,3,1,40,0
4406,2.509,4,Perempuan,urban,3,2,36,0
4407,3.010,6,Laki-Laki,rural,3,4,36,0
4408,2.705,4,Perempuan,urban,0,0,40,0
4409,2.200,2,Laki-Laki,rural,0,3,36,0
4410,0.898,2,Perempuan,rural,4,7,29,1
4411,8.622,9,Perempuan,rural,4,2,42,0
4412,27.716,9,Laki-Laki,rural,7,0,43,1
4413,4.266,2,Laki-Laki,rural,0,1,36,0
4414,13.022,9,Laki-Laki,urban,1,3,37,0
4415,78.242,28,Laki-Laki,rural,9,10,25,1
4416,12.869,5,Laki-Laki,urban,4,1,33,1
4417,5.328,3,Perempuan,rural,2,4,37,0
4418,7.606,10,Laki-Laki,rural,9,0,39,1
4419,14.631,3,Perempuan,rural,2,4,36,0
4420,2.683,4,Perempuan,rural,5,2,36,0
4421,8.022,4,Perempuan,rural,9,0,47,0
4422,0.650,2,Laki-Laki,rural,2,0,39,0
4423,0.476,1,Perempuan,rural,4,5,29,1
4424,1.659,3,Perempuan,rural,1,0,38,0
4425,0.008,6,Laki-Laki,rural,4,2,36,0
4426,7.822,6,Laki-Laki,rural,2,1,44,0
4427,1.562,2,Perempuan,urban,1,1,41,0
4428,0.567,3,Laki-Laki,urban,1,2,45,0
4429,0.012,3,Perempuan,rural,3,2,31,0
4430,6.277,8,Laki-Laki,rural,2,2,31,1
4431,6.958,5,Perempuan,rural,4,9,35,1
4432,2.284,5,Perempuan,rural,3,2,36,0
4433,2.064,4,Laki-Laki,urban,1,2,37,0
4434,0.967,4,Laki-Laki,urban,0,0,34,0
4435,3.153,7,Laki-Laki,rural,1,1,41,0
4436,8.100,2,Perempuan,rural,3,9,33,1
4437,1.240,1,Perempuan,rural,0,1,40,0
4438,2.729,3,Laki-Laki,rural,1,0,39,0
4439,4.644,5,Perempuan,rural,4,2,46,0
4440,10.031,5,Laki-Laki,urban,1,0,39,0
4441,5.575,5,Perempuan,urban,3,2,38,0
4442,0.477,4,Perempuan,rural,2,2,38,0
4443,4.429,3,Perempuan,urban,1,4,38,0
4444,1.491,2,Perempuan,rural,0,1,32,0
4445,2.374,2,Laki-Laki,urban,1,1,49,0
4446,7.847,5,Perempuan,rural,2,4,40,0
4447,5.937,5,Laki-Laki,urban,3,3,44,0
4448,3.662,6,Perempuan,urban,6,0,36,0
4449,3.798,6,Perempuan,rural,1,1,39,0
4450,0.037,3,Perempuan,rural,5,0,43,0
4451,11.660,10,Laki-Laki,urban,1,3,39,0
4452,13.539,8,Perempuan,urban,5,2,35,0
4453,0.780,4,Perempuan,rural,1,0,36,0
4454,2.224,4,Perempuan,rural,4,1,34,0
4455,54.621,13,Perempuan,rural,3,5,35,1
4456,9.884,5,Laki-Laki,urban,2,0,39,0
4457,2.025,4,Perempuan,rural,0,3,44,0
4458,0.319,1,Laki-Laki,urban,1,3,44,0
4459,9.163,7,Perempuan,rural,1,2,27,1
4460,3.924,4,Perempuan,urban,2,5,36,0
4461,23.757,9,Laki-Laki,rural,3,4,42,1
4462,2.106,2,Laki-Laki,rural,3,1,35,0
4463,0.780,5,Laki-Laki,rural,1,2,36,0
4464,1.271,0,Perempuan,urban,4,0,44,0
4465,1.266,8,Laki-Laki,rural,4,2,30,1
4466,2.884,2,Laki-Laki,rural,0,1,30,0
4467,0.278,2,Laki-Laki,rural,0,0,37,0
4468,8.535,7,Perempuan,rural,3,2,41,0
4469,1.289,1,Laki-Laki,urban,3,3,35,0
4470,18.407,17,Perempuan,urban,6,1,35,1
4471,0.574,2,Laki-Laki,rural,0,2,37,0
4472,3.073,4,Laki-Laki,rural,10,3,42,0
4473,3.883,4,Laki-Laki,rural,1,1,32,0
4474,2.901,1,Laki-Laki,rural,0,3,39,0
4475,16.559,17,Perempuan,urban,4,3,35,1
4476,53.814,16,Laki-Laki,urban,4,3,44,1
4477,5.256,1,Laki-Laki,urban,3,1,44,0
4478,3.895,1,Laki-Laki,rural,2,2,45,0
4479,3.054,4,Laki-Laki,rural,3,3,33,0
4480,5.961,1,Perempuan,urban,1,1,41,0
4481,30.163,19,Perempuan,urban,13,5,38,1
4482,1.841,9,Laki-Laki,urban,1,2,46,0
4483,12.512,6,Laki-Laki,urban,1,5,36,0
4484,2.105,2,Laki-Laki,urban,5,2,43,0
4485,1.231,2,Laki-Laki,rural,1,1,32,0
4486,15.058,8,Laki-Laki,rural,5,7,37,1
4487,1.022,1,Laki-Laki,rural,0,1,30,0
4488,2.437,4,Perempuan,rural,0,0,26,1
4489,1.518,3,Perempuan,rural,6,0,52,0
4490,31.140,13,Laki-Laki,rural,1,7,38,1
4491,0.205,1,Perempuan,urban,5,1,42,0
4492,0.019,6,Perempuan,rural,5,2,34,0
4493,1.200,5,Laki-Laki,rural,3,0,40,0
4494,1.789,1,Perempuan,rural,2,2,42,0
4495,4.335,9,Perempuan,rural,3,0,35,0
4496,10.253,6,Laki-Laki,rural,2,2,38,0
4497,0.901,0,Perempuan,rural,2,0,46,0
4498,1.209,5,Perempuan,urban,4,3,41,0
4499,17.427,3,Laki-Laki,rural,0,4,46,0
4500,3.482,0,Laki-Laki,rural,2,3,38,0
4501,4.364,6,Laki-Laki,urban,1,0,35,0
4502,2.749,3,Perempuan,urban,4,2,42,0
4503,9.043,3,Laki-Laki,urban,2,1,40,0
4504,5.856,2,Perempuan,urban,2,2,35,0
4505,9.642,7,Laki-Laki,rural,1,2,30,1
4506,1.755,1,Perempuan,urban,7,3,31,0
4507,9.528,8,Laki-Laki,urban,2,1,40,0
4508,3.317,3,Perempuan,rural,3,1,41,0
4509,2.414,4,Perempuan,urban,4,2,36,0
4510,16.917,11,Perempuan,urban,5,4,36,1
4511,5.998,11,Laki-Laki,rural,2,2,41,0
4512,5.028,7,Perempuan,urban,2,2,43,0
4513,4.075,4,Perempuan,rural,7,2,45,0
4514,16.584,13,Laki-Laki,rural,3,5,31,1
4515,14.761,7,Perempuan,rural,4,3,38,0
4516,6.589,4,Perempuan,urban,3,1,36,0
4517,3.289,4,Laki-Laki,urban,0,1,34,0
4518,0.076,3,Laki-Laki,rural,2,3,38,0
4519,15.196,5,Perempuan,rural,2,4,36,0
4520,8.582,5,Laki-Laki,urban,2,1,32,1
4521,1.637,3,Laki-Laki,rural,1,2,37,0
4522,18.590,9,Perempuan,rural,6,2,43,0
4523,1.188,4,Laki-Laki,rural,1,0,40,0
4524,1.645,1,Laki-Laki,rural,1,5,39,0
4525,3.245,4,Laki-Laki,urban,1,2,40,0
4526,0.891,3,Laki-Laki,urban,1,1,38,0
4527,4.042,1,Perempuan,urban,4,2,36,0
4528,16.461,7,Perempuan,urban,1,5,38,1
4529,3.326,1,Laki-Laki,rural,0,1,36,0
4530,6.281,3,Laki-Laki,rural,0,0,38,0
4531,12.988,9,Perempuan,urban,5,4,33,1
4532,0.401,6,Perempuan,urban,2,3,35,0
4533,1.819,5,Laki-Laki,urban,1,2,42,0
4534,9.534,11,Perempuan,urban,9,1,33,1
4535,1.298,3,Perempuan,rural,3,1,35,0
4536,11.992,2,Perempuan,urban,4,1,40,0
4537,0.176,2,Perempuan,rural,0,0,38,0
4538,21.959,12,Perempuan,rural,6,4,43,1
4539,0.223,3,Laki-Laki,urban,0,3,37,0
4540,8.347,5,Laki-Laki,urban,1,3,42,0
4541,1.376,1,Laki-Laki,urban,1,0,26,1
4542,6.163,7,Perempuan,urban,5,2,34,0
4543,2.879,2,Perempuan,urban,7,8,38,1
4544,13.871,6,Laki-Laki,rural,2,1,31,1
4545,8.758,6,Perempuan,urban,4,0,46,0
4546,2.304,2,Perempuan,urban,5,0,41,0
4547,4.256,6,Laki-Laki,rural,2,0,31,0
4548,3.356,4,Perempuan,rural,4,1,41,0
4549,5.898,5,Laki-Laki,rural,3,2,41,0
4550,49.473,15,Laki-Laki,urban,2,7,36,1
4551,5.844,1,Laki-Laki,rural,1,3,43,0
4552,3.297,4,Laki-Laki,rural,3,2,36,0
4553,36.178,6,Perempuan,urban,7,5,32,1
4554,2.439,3,Perempuan,rural,6,1,42,0
4555,1.472,3,Perempuan,urban,2,0,37,0
4556,5.177,5,Perempuan,rural,2,2,31,1
4557,0.083,4,Laki-Laki,rural,1,0,35,0
4558,6.762,4,Laki-Laki,rural,1,1,40,0
4559,3.770,4,Perempuan,rural,4,0,35,0
4560,1.184,2,Perempuan,rural,1,2,37,0
4561,8.122,3,Perempuan,urban,2,2,43,0
4562,1.392,10,Perempuan,urban,3,1,51,0
4563,5.049,3,Perempuan,rural,1,4,33,0
4564,5.174,3,Perempuan,urban,0,0,38,0
4565,1.096,2,Perempuan,rural,2,0,38,0
4566,18.638,5,Perempuan,rural,2,3,40,0
4567,2.243,1,Perempuan,rural,1,3,37,0
4568,15.072,3,Perempuan,rural,2,2,36,0
4569,0.047,0,Laki-Laki,rural,0,1,39,0
4570,0.063,4,Perempuan,rural,4,2,35,0
4571,21.787,11,Laki-Laki,urban,7,7,31,1
4572,7.706,9,Perempuan,urban,6,0,46,0
4573,3.997,3,Perempuan,urban,3,1,33,0
4574,0.068,1,Laki-Laki,urban,1,6,32,0
4575,0.438,0,Laki-Laki,urban,0,1,37,0
4576,7.652,4,Laki-Laki,urban,2,1,41,0
4577,0.347,4,Laki-Laki,rural,8,1,41,0
4578,3.272,6,Laki-Laki,urban,2,2,40,0
4579,10.583,3,Laki-Laki,rural,1,1,33,0
4580,17.151,10,Perempuan,rural,4,2,42,0
4581,4.187,4,Laki-Laki,rural,2,2,52,0
4582,2.099,3,Perempuan,rural,0,0,37,0
4583,9.731,8,Perempuan,rural,4,1,37,0
4584,3.801,3,Laki-Laki,urban,0,3,31,1
4585,7.611,3,Perempuan,urban,5,0,35,0
4586,1.331,2,Laki-Laki,rural,1,2,33,0
4587,6.291,13,Laki-Laki,rural,9,2,37,1
4588,4.936,2,Laki-Laki,urban,5,0,28,1
4589,0.268,5,Perempuan,urban,3,3,43,0
4590,0.634,0,Laki-Laki,rural,2,1,39,0
4591,26.027,8,Perempuan,urban,7,5,46,1
4592,5.766,5,Laki-Laki,urban,2,3,41,0
4593,6.814,2,Laki-Laki,urban,2,0,45,0
4594,4.778,3,Laki-Laki,urban,3,0,42,0
4595,4.038,5,Perempuan,urban,2,2,36,0
4596,0.893,6,Perempuan,rural,3,3,33,0
4597,0.745,3,Perempuan,rural,3,2,30,0
4598,4.609,3,Laki-Laki,urban,0,3,30,0
4599,1.960,2,Laki-Laki,urban,2,2,40,0
4600,39.514,6,Laki-Laki,urban,0,3,30,1
4601,2.330,3,Laki-Laki,urban,1,7,38,0
4602,11.052,10,Perempuan,urban,6,4,35,1
4603,5.646,4,Perempuan,urban,0,2,37,0
4604,9.584,3,Laki-Laki,rural,1,2,42,0
4605,2.224,1,Perempuan,rural,5,4,47,0
4606,3.999,4,Laki-Laki,rural,1,1,25,1
4607,8.939,4,Perempuan,rural,0,0,33,0
4608,2.018,0,Laki-Laki,rural,0,2,44,0
4609,3.423,5,Laki-Laki,urban,3,3,33,1
4610,0.077,2,Perempuan,urban,1,6,39,0
4611,10.471,5,Perempuan,urban,3,1,41,0
4612,2.354,4,Perempuan,urban,0,0,33,0
4613,12.922,6,Perempuan,rural,1,5,38,0
4614,8.960,1,Perempuan,rural,1,2,30,0
4615,5.953,4,Perempuan,urban,9,1,37,0
4616,0.045,3,Perempuan,rural,0,2,42,0
4617,1.419,0,Laki-Laki,rural,0,0,45,0
4618,0.171,1,Perempuan,urban,4,2,43,0
4619,1.938,1,Laki-Laki,rural,0,4,40,0
4620,0.902,4,Laki-Laki,urban,1,2,44,0
4621,3.418,3,Perempuan,urban,3,1,37,0
4622,2.555,1,Perempuan,rural,2,3,41,0
4623,12.423,7,Perempuan,urban,4,3,45,0
4624,10.154,9,Perempuan,urban,8,5,42,1
4625,3.766,5,Laki-Laki,rural,5,0,30,1
4626,12.975,13,Perempuan,rural,9,2,34,1
4627,19.265,11,Laki-Laki,urban,3,6,36,1
4628,5.676,3,Laki-Laki,rural,2,2,40,0
4629,4.997,5,Perempuan,urban,4,2,46,0
4630,2.374,1,Laki-Laki,urban,6,3,38,0
4631,18.839,18,Perempuan,rural,4,3,47,1
4632,7.200,3,Laki-Laki,urban,0,2,35,0
4633,6.828,6,Laki-Laki,urban,2,2,43,0
4634,5.854,7,Laki-Laki,rural,3,2,38,0
4635,5.300,10,Perempuan,rural,5,2,31,1
4636,5.940,3,Perempuan,urban,0,2,39,0
4637,3.524,6,Laki-Laki,rural,1,3,50,0
4638,0.369,8,Perempuan,rural,4,2,46,0
4639,0.314,3,Laki-Laki,rural,1,4,38,0
4640,1.419,0,Perempuan,rural,0,0,35,0
4641,5.228,7,Laki-Laki,rural,1,0,40,0
4642,0.548,5,Perempuan,rural,1,2,36,0
4643,12.447,9,Laki-Laki,urban,1,2,42,0
4644,1.348,4,Perempuan,urban,8,0,26,1
4645,5.347,5,Laki-Laki,rural,1,2,38,0
4646,7.126,3,Perempuan,urban,0,3,37,0
4647,0.297,7,Perempuan,rural,9,3,31,1
4648,2.465,2,Perempuan,urban,1,2,37,0
4649,5.509,7,Perempuan,rural,4,2,48,0
4650,13.383,12,Laki-Laki,rural,4,2,38,1
4651,0.806,1,Laki-Laki,urban,4,2,38,0
4652,4.620,3,Perempuan,rural,4,2,33,0
4653,6.622,14,Perempuan,rural,3,4,41,1
4654,3.375,1,Laki-Laki,rural,1,1,42,0
4655,3.639,2,Perempuan,rural,3,5,40,0
4656,2.132,3,Perempuan,urban,5,0,42,0
4657,28.627,25,Laki-Laki,rural,9,4,38,1
4658,12.109,10,Laki-Laki,urban,3,3,48,1
4659,2.619,4,Perempuan,rural,2,0,41,0
4660,0.979,8,Perempuan,urban,1,2,41,0
4661,3.761,4,Perempuan,rural,0,1,34,0
4662,2.607,1,Laki-Laki,urban,1,7,44,0
4663,0.567,3,Perempuan,rural,2,2,35,0
4664,6.340,4,Laki-Laki,rural,0,2,36,0
4665,4.849,3,Perempuan,rural,5,2,41,0
4666,1.164,2,Laki-Laki,urban,1,2,41,0
4667,1.771,5,Perempuan,urban,6,1,32,0
4668,8.395,5,Perempuan,rural,2,0,33,0
4669,0.351,5,Laki-Laki,urban,2,1,46,0
4670,1.300,5,Perempuan,urban,7,1,39,0
4671,3.094,6,Laki-Laki,rural,9,2,40,0
4672,5.490,0,Laki-Laki,rural,1,0,34,0
4673,22.226,5,Laki-Laki,rural,2,5,36,1
4674,0.849,1,Perempuan,rural,1,1,38,0
4675,0.649,4,Perempuan,urban,1,2,39,0
4676,1.695,4,Laki-Laki,rural,3,1,39,0
4677,17.783,12,Perempuan,rural,3,2,27,1
4678,1.280,4,Laki-Laki,rural,3,3,35,0
4679,4.503,2,Perempuan,urban,4,2,36,0
4680,9.007,3,Laki-Laki,rural,0,0,39,0
4681,0.149,1,Laki-Laki,urban,2,4,34,0
4682,7.642,5,Perempuan,urban,7,3,47,1
4683,1.734,5,Perempuan,rural,3,1,29,1
4684,1.103,6,Laki-Laki,rural,3,1,42,0
4685,9.231,4,Perempuan,urban,6,1,40,0
4686,3.426,6,Perempuan,rural,3,0,37,0
4687,6.961,4,Perempuan,urban,1,2,39,0
4688,15.448,3,Laki-Laki,urban,0,2,40,0
4689,1.430,4,Perempuan,rural,2,1,35,0
