No,Saldo,Frek ATM,Jenis Kelamin,tempat tinggal,Frek Supermarket,Frek Dept Store,Usia
11295,4.775,4,Perempuan,rural,5,2,37
11296,2.572,5,Laki-Laki,rural,4,3,38
11297,27.555,17,Perempuan,rural,2,8,40
11298,1.897,2,Perempuan,rural,3,2,43
11299,3.277,0,Laki-Laki,urban,1,0,42
11300,0.639,3,Laki-Laki,rural,1,3,41
11301,0.471,7,Laki-Laki,rural,4,2,37
11302,5.168,2,Laki-Laki,urban,2,0,36
11303,5.437,6,Laki-Laki,urban,5,1,30
11304,7.687,12,Perempuan,rural,7,2,47
11305,0.934,0,Perempuan,urban,3,1,39
11306,0.292,5,Perempuan,rural,5,0,36
11307,0.151,4,Perempuan,urban,4,2,42
11308,0.013,12,Perempuan,rural,5,2,43
11309,1.889,5,Laki-Laki,rural,1,2,36
11310,1.088,2,Perempuan,urban,2,1,33
11311,2.171,2,Laki-Laki,rural,1,0,34
11312,1.364,4,Perempuan,urban,4,1,49
11313,2.831,1,Perempuan,rural,3,3,42
11314,0.686,3,Perempuan,rural,4,6,47
11315,2.961,1,Perempuan,rural,5,3,39
11316,2.029,2,Perempuan,urban,1,2,40
11317,10.478,7,Laki-Laki,urban,1,1,32
11318,7.359,1,Laki-Laki,urban,3,2,37
11319,12.886,5,Perempuan,urban,3,4,42
11320,31.580,8,Laki-Laki,rural,4,3,36
11321,4.510,5,Perempuan,rural,2,2,40
11322,11.058,5,Laki-Laki,urban,3,4,39
11323,1.088,0,Perempuan,urban,5,5,43
11324,5.862,7,Laki-Laki,rural,3,3,44
11325,4.618,2,Laki-Laki,rural,0,0,40
11326,0.904,1,Perempuan,urban,1,2,32
11327,0.055,4,Laki-Laki,urban,1,0,37
11328,3.909,5,Laki-Laki,rural,9,1,33
11329,8.078,4,Laki-Laki,urban,0,2,38
11330,2.113,8,Laki-Laki,urban,2,0,44
11331,3.026,8,Laki-Laki,rural,0,0,43
11332,0.355,5,Laki-Laki,rural,1,4,39
11333,0.476,2,Laki-Laki,rural,1,3,38
11334,4.170,7,Perempuan,rural,0,4,44
11335,5.675,9,Laki-Laki,rural,1,0,35
11336,1.294,6,Perempuan,rural,1,2,46
11337,4.618,3,Laki-Laki,rural,2,2,47
11338,18.503,8,Laki-Laki,urban,2,5,30
11339,23.547,16,Laki-Laki,rural,1,3,36
11340,0.599,4,Laki-Laki,rural,0,2,35
11341,16.610,6,Perempuan,urban,3,5,34
11342,5.784,3,Laki-Laki,rural,0,2,41
11343,9.481,5,Laki-Laki,rural,0,1,42
11344,8.387,3,Laki-Laki,rural,1,4,42
11345,3.484,2,Laki-Laki,urban,2,2,39
11346,13.866,5,Perempuan,urban,6,0,34
11347,15.877,6,Perempuan,urban,4,4,28
11348,14.007,10,Laki-Laki,urban,6,2,44
11349,6.009,3,Laki-Laki,rural,0,1,39
11350,15.316,9,Laki-Laki,urban,2,3,32
11351,0.099,2,Laki-Laki,urban,2,1,43
11352,1.656,2,Laki-Laki,urban,1,0,40
11353,0.270,4,Laki-Laki,rural,1,0,40
11354,3.160,2,Perempuan,rural,1,2,39
11355,23.466,3,Perempuan,rural,1,4,30
11356,14.417,6,Perempuan,rural,2,2,46
11357,8.121,6,Perempuan,rural,6,0,42
11358,17.294,6,Laki-Laki,urban,1,11,35
11359,2.637,2,Laki-Laki,rural,3,2,27
11360,3.137,5,Laki-Laki,urban,5,1,36
11361,9.693,4,Perempuan,urban,3,0,42
11362,4.158,2,Perempuan,urban,1,3,37
11363,1.223,2,Perempuan,urban,6,3,37
11364,0.067,4,Perempuan,rural,5,2,49
11365,12.097,9,Perempuan,urban,4,2,35
11366,0.752,1,Perempuan,rural,2,1,28
11367,4.722,3,Laki-Laki,rural,1,0,32
11368,3.927,4,Laki-Laki,urban,1,3,38
11369,0.233,5,Perempuan,rural,2,4,37
11370,5.136,3,Perempuan,rural,3,0,43
11371,0.021,5,Perempuan,urban,4,1,40
11372,0.365,3,Perempuan,rural,3,2,43
11373,0.057,4,Perempuan,rural,2,0,39
11374,10.554,8,Laki-Laki,rural,4,2,35
11375,2.833,3,Laki-Laki,rural,1,1,38
11376,2.247,0,Perempuan,urban,2,2,32
11377,5.896,1,Laki-Laki,rural,2,1,32
11378,14.599,3,Laki-Laki,urban,3,6,41
11379,20.855,9,Perempuan,urban,3,1,37
11380,16.893,6,Laki-Laki,urban,1,7,44
11381,0.924,3,Laki-Laki,rural,1,5,50
11382,0.157,4,Perempuan,urban,4,2,34
11383,16.222,6,Perempuan,rural,2,1,26
11384,3.981,4,Perempuan,rural,3,0,36
11385,2.644,2,Laki-Laki,rural,0,3,41
11386,3.061,0,Perempuan,rural,4,1,30
11387,6.503,3,Laki-Laki,urban,1,5,45
11388,2.869,1,Laki-Laki,urban,1,2,44
11389,5.827,3,Perempuan,urban,4,2,31
11390,1.289,8,Perempuan,urban,0,2,44
11391,12.975,7,Laki-Laki,rural,2,1,35
11392,0.799,6,Perempuan,rural,5,3,37
11393,19.838,13,Perempuan,rural,6,7,44
11394,1.669,1,Perempuan,rural,0,2,37
11395,11.662,3,Laki-Laki,rural,3,2,27
11396,18.888,3,Perempuan,rural,4,3,42
11397,2.107,2,Laki-Laki,rural,0,2,40
11398,2.758,2,Perempuan,rural,3,1,36
11399,1.496,5,Laki-Laki,urban,1,0,29
11400,7.139,5,Perempuan,urban,7,1,39
11401,7.433,5,Perempuan,rural,3,4,38
11402,5.748,5,Perempuan,urban,6,1,32
11403,8.391,4,Laki-Laki,urban,1,7,45
11404,0.552,3,Perempuan,rural,2,1,33
11405,2.995,3,Laki-Laki,rural,1,2,39
11406,2.244,5,Laki-Laki,urban,1,0,39
11407,0.081,4,Laki-Laki,urban,2,0,42
11408,0.101,4,Perempuan,urban,4,1,36
11409,12.356,21,Perempuan,urban,4,5,40
11410,4.039,2,Perempuan,urban,4,1,33
11411,0.042,0,Laki-Laki,rural,1,3,36
11412,6.234,1,Laki-Laki,urban,6,2,44
11413,1.218,1,Laki-Laki,urban,1,2,40
11414,5.110,3,Perempuan,rural,4,3,40
11415,8.486,6,Laki-Laki,urban,2,0,39
11416,16.559,9,Laki-Laki,urban,1,3,35
11417,4.388,1,Perempuan,rural,2,2,39
11418,2.390,3,Perempuan,urban,2,1,39
11419,0.074,4,Laki-Laki,rural,1,0,37
11420,1.191,3,Perempuan,rural,0,3,34
11421,1.332,3,Laki-Laki,rural,2,1,39
11422,9.859,4,Laki-Laki,rural,1,2,34
11423,10.869,4,Laki-Laki,urban,2,7,44
11424,1.829,1,Laki-Laki,rural,3,2,34
11425,2.595,4,Perempuan,rural,2,1,33
11426,0.576,1,Laki-Laki,urban,3,5,34
11427,5.354,5,Perempuan,rural,1,2,45
11428,87.494,26,Perempuan,urban,7,19,28
11429,0.419,3,Laki-Laki,urban,2,1,38
11430,0.189,1,Laki-Laki,rural,0,2,43
11431,4.599,9,Perempuan,rural,8,2,34
11432,2.805,3,Laki-Laki,urban,0,3,41
11433,1.271,4,Perempuan,urban,4,2,40
11434,6.077,7,Laki-Laki,rural,4,0,45
11435,0.532,0,Laki-Laki,rural,2,2,35
11436,18.826,10,Laki-Laki,rural,3,3,35
11437,0.363,1,Perempuan,urban,4,5,37
11438,9.015,1,Perempuan,urban,6,1,36
11439,15.389,18,Laki-Laki,urban,5,4,48
11440,24.859,15,Perempuan,rural,11,5,37
11441,2.916,1,Perempuan,rural,2,3,27
11442,2.777,2,Laki-Laki,rural,2,1,30
11443,4.966,5,Perempuan,rural,6,2,31
11444,5.413,3,Perempuan,rural,3,5,39
11445,15.920,4,Perempuan,rural,1,8,39
11446,10.342,3,Perempuan,rural,4,8,51
11447,14.667,9,Laki-Laki,urban,2,3,37
11448,2.231,2,Laki-Laki,urban,0,2,30
11449,9.090,3,Laki-Laki,rural,1,2,34
11450,0.025,0,Perempuan,urban,2,2,26
11451,5.873,2,Laki-Laki,urban,2,4,43
11452,12.154,2,Perempuan,urban,1,2,30
11453,10.828,6,Perempuan,urban,2,2,33
11454,0.816,4,Laki-Laki,urban,1,1,39
11455,5.594,4,Laki-Laki,rural,1,5,28
11456,2.093,1,Laki-Laki,urban,0,2,44
11457,1.775,0,Laki-Laki,rural,1,9,41
11458,8.173,5,Perempuan,rural,0,0,41
11459,0.672,6,Laki-Laki,rural,2,3,40
11460,10.794,12,Perempuan,rural,7,6,42
11461,13.334,12,Perempuan,urban,6,1,38
11462,5.467,5,Perempuan,rural,5,0,38
11463,1.442,2,Perempuan,urban,8,2,41
11464,22.052,8,Laki-Laki,rural,1,7,36
11465,4.223,8,Perempuan,rural,0,1,34
11466,0.336,6,Laki-Laki,rural,2,1,41
11467,2.831,4,Laki-Laki,rural,1,4,45
11468,6.987,1,Laki-Laki,urban,2,2,46
11469,0.184,4,Perempuan,urban,1,2,48
11470,14.137,2,Perempuan,urban,4,3,42
11471,0.587,4,Laki-Laki,urban,0,2,42
11472,2.374,3,Perempuan,rural,4,1,30
11473,4.842,2,Laki-Laki,rural,1,1,29
11474,3.399,4,Perempuan,rural,8,1,35
11475,0.026,3,Laki-Laki,rural,1,2,37
11476,6.868,7,Laki-Laki,rural,4,0,43
11477,5.047,5,Laki-Laki,urban,0,1,40
11478,0.403,3,Laki-Laki,rural,3,2,38
11479,0.562,4,Laki-Laki,rural,2,2,41
11480,10.936,7,Perempuan,rural,12,6,44
11481,0.311,1,Perempuan,urban,3,2,41
11482,2.034,3,Laki-Laki,urban,2,0,30
11483,0.132,0,Perempuan,urban,6,2,43
11484,0.351,4,Perempuan,rural,5,0,39
11485,9.973,6,Laki-Laki,rural,4,4,46
11486,2.256,2,Perempuan,rural,4,4,35
11487,2.445,4,Laki-Laki,rural,1,0,34
11488,1.005,1,Perempuan,rural,0,0,40
11489,0.488,2,Laki-Laki,rural,4,3,37
11490,2.265,3,Laki-Laki,urban,1,7,46
11491,5.109,3,Laki-Laki,urban,1,1,32
11492,1.582,4,Laki-Laki,rural,2,2,37
11493,0.268,3,Laki-Laki,rural,1,0,47
11494,11.799,4,Laki-Laki,rural,0,5,34
11495,4.753,3,Laki-Laki,urban,3,1,36
11496,4.317,3,Perempuan,rural,6,3,46
11497,0.927,5,Laki-Laki,rural,9,1,37
11498,1.207,5,Perempuan,rural,4,1,40
11499,5.568,3,Perempuan,rural,6,1,41
11500,41.278,17,Perempuan,urban,1,7,46
11501,1.272,3,Perempuan,rural,7,2,44
11502,2.412,0,Perempuan,rural,3,2,39
11503,22.556,8,Laki-Laki,urban,4,9,31
11504,18.953,9,Perempuan,rural,2,11,31
11505,6.332,4,Laki-Laki,urban,1,2,43
11506,3.198,6,Perempuan,rural,4,2,35
11507,3.300,4,Laki-Laki,rural,2,3,43
11508,5.171,1,Laki-Laki,rural,0,1,42
11509,7.036,6,Laki-Laki,urban,1,3,30
11510,3.770,1,Perempuan,rural,1,2,47
11511,0.850,2,Perempuan,rural,2,1,33
11512,3.440,6,Laki-Laki,urban,3,2,40
11513,0.554,3,Perempuan,urban,0,2,37
11514,3.497,3,Perempuan,urban,2,1,41
11515,8.207,1,Perempuan,rural,1,1,34
11516,1.160,7,Laki-Laki,urban,4,5,44
11517,1.203,2,Perempuan,urban,1,3,41
11518,26.019,6,Perempuan,rural,3,1,38
11519,4.246,4,Perempuan,rural,3,1,46
11520,0.287,6,Laki-Laki,urban,2,0,32
11521,0.186,2,Perempuan,urban,4,2,43
11522,9.278,5,Perempuan,rural,2,1,38
11523,1.379,2,Laki-Laki,rural,0,2,34
11524,3.512,3,Laki-Laki,rural,3,2,42
11525,1.397,7,Laki-Laki,urban,6,2,47
11526,1.727,2,Laki-Laki,rural,1,3,30
11527,0.695,2,Laki-Laki,rural,2,4,48
11528,12.764,4,Perempuan,urban,6,3,33
11529,13.021,11,Perempuan,rural,1,1,36
11530,25.747,5,Perempuan,rural,10,2,43
11531,0.144,0,Laki-Laki,rural,2,2,45
11532,1.858,0,Perempuan,rural,5,2,40
11533,0.704,2,Laki-Laki,urban,0,0,44
11534,17.030,4,Laki-Laki,urban,2,6,24
11535,4.906,1,Perempuan,urban,2,4,28
11536,0.374,4,Laki-Laki,rural,5,5,27
11537,35.073,7,Perempuan,rural,2,7,50
11538,1.101,10,Laki-Laki,urban,3,1,32
11539,2.156,3,Perempuan,rural,2,1,34
11540,13.289,12,Laki-Laki,rural,0,7,45
11541,0.239,2,Perempuan,rural,2,2,44
11542,1.130,1,Laki-Laki,urban,0,3,46
11543,0.224,6,Perempuan,urban,2,3,36
11544,2.580,0,Laki-Laki,urban,3,1,32
11545,0.747,2,Perempuan,rural,1,0,35
11546,2.688,1,Perempuan,urban,4,0,34
11547,9.297,5,Laki-Laki,rural,1,1,40
11548,3.622,4,Perempuan,urban,7,1,33
11549,9.068,5,Laki-Laki,rural,2,4,35
11550,2.934,3,Perempuan,rural,1,3,38
11551,15.790,4,Laki-Laki,rural,4,3,46
11552,0.924,4,Laki-Laki,urban,1,2,47
11553,7.524,6,Perempuan,rural,4,0,34
11554,0.891,1,Perempuan,urban,5,1,43
11555,3.284,7,Perempuan,rural,3,0,40
11556,1.001,2,Laki-Laki,rural,1,0,33
11557,1.041,0,Perempuan,rural,8,0,39
11558,11.132,4,Perempuan,rural,0,4,37
11559,6.241,9,Laki-Laki,rural,0,2,46
11560,1.065,4,Laki-Laki,rural,1,4,45
11561,2.760,3,Laki-Laki,rural,3,3,45
11562,0.204,2,Perempuan,urban,0,4,41
11563,2.691,6,Perempuan,rural,2,0,40
11564,2.224,3,Perempuan,rural,4,2,39
11565,24.074,15,Laki-Laki,rural,3,4,44
11566,1.792,1,Perempuan,rural,0,0,36
11567,0.084,1,Laki-Laki,rural,1,0,32
11568,0.054,1,Laki-Laki,urban,7,4,31
11569,0.327,3,Laki-Laki,urban,1,2,36
11570,16.814,14,Perempuan,rural,7,3,43
11571,6.367,8,Perempuan,rural,1,1,42
11572,2.490,5,Perempuan,rural,5,1,39
11573,14.966,6,Laki-Laki,urban,3,8,40
11574,7.589,7,Laki-Laki,rural,3,2,32
11575,1.914,2,Laki-Laki,rural,1,4,41
11576,1.784,4,Perempuan,urban,5,4,42
11577,4.474,0,Perempuan,rural,3,1,44
11578,1.563,4,Perempuan,rural,4,3,38
11579,8.163,5,Laki-Laki,rural,2,4,41
11580,4.253,6,Perempuan,rural,3,1,36
11581,0.376,2,Laki-Laki,rural,1,2,39
11582,0.395,6,Laki-Laki,rural,7,1,38
11583,3.014,4,Perempuan,rural,2,2,33
11584,11.099,8,Laki-Laki,rural,3,2,38
11585,4.811,7,Laki-Laki,rural,12,2,37
11586,1.287,2,Laki-Laki,rural,1,4,42
11587,19.004,9,Perempuan,rural,8,2,40
11588,4.547,4,Perempuan,urban,5,6,43
11589,1.798,3,Laki-Laki,rural,0,1,36
11590,0.061,1,Perempuan,rural,3,2,34
11591,2.946,3,Laki-Laki,urban,0,1,31
11592,0.719,3,Laki-Laki,rural,1,2,37
11593,12.410,7,Perempuan,rural,6,5,46
11594,3.208,8,Laki-Laki,urban,5,3,35
11595,40.987,19,Perempuan,urban,4,7,37
11596,2.219,2,Perempuan,rural,2,1,40
11597,4.552,3,Laki-Laki,rural,1,5,46
11598,0.107,4,Laki-Laki,urban,2,3,36
11599,2.207,0,Laki-Laki,urban,1,1,37
11600,5.684,6,Perempuan,rural,5,1,35
11601,3.081,3,Laki-Laki,rural,2,1,42
11602,3.007,0,Perempuan,urban,1,1,37
11603,9.134,8,Laki-Laki,urban,5,3,37
11604,3.109,3,Laki-Laki,rural,2,3,31
11605,42.755,22,Laki-Laki,urban,7,5,47
11606,0.588,3,Laki-Laki,urban,2,2,39
11607,9.439,7,Perempuan,rural,2,2,36
11608,1.287,2,Perempuan,rural,0,1,43
11609,2.861,0,Laki-Laki,urban,5,2,32
11610,7.161,3,Laki-Laki,urban,0,3,37
11611,8.832,5,Laki-Laki,rural,3,1,33
11612,9.094,5,Perempuan,rural,2,2,39
11613,5.867,3,Laki-Laki,rural,2,2,39
11614,2.262,0,Perempuan,urban,2,0,46
11615,14.018,11,Perempuan,rural,8,1,40
11616,0.477,0,Laki-Laki,rural,3,2,32
11617,2.421,2,Perempuan,urban,3,2,40
11618,1.447,0,Laki-Laki,rural,8,0,46
11619,0.609,2,Perempuan,urban,3,0,43
11620,14.969,10,Laki-Laki,rural,2,5,38
11621,1.488,4,Perempuan,rural,2,2,42
11622,2.849,1,Laki-Laki,urban,1,2,29
11623,4.928,0,Laki-Laki,urban,1,1,42
11624,0.368,2,Laki-Laki,rural,2,3,35
11625,7.628,9,Perempuan,rural,6,0,41
11626,11.949,5,Laki-Laki,rural,1,3,26
11627,3.053,13,Perempuan,rural,4,1,45
11628,2.650,2,Laki-Laki,urban,0,2,39
11629,2.546,3,Perempuan,rural,4,1,37
11630,2.611,0,Perempuan,rural,5,2,39
11631,6.887,3,Perempuan,rural,5,2,39
11632,7.316,6,Perempuan,rural,2,3,46
11633,4.905,9,Laki-Laki,rural,1,2,38
11634,7.988,5,Perempuan,rural,4,2,45
11635,14.844,2,Laki-Laki,rural,0,2,39
11636,8.247,4,Laki-Laki,urban,1,2,38
11637,0.159,4,Laki-Laki,urban,1,1,36
11638,3.655,1,Laki-Laki,rural,5,3,41
11639,3.386,5,Perempuan,rural,5,4,40
11640,47.320,17,Laki-Laki,urban,3,5,33
11641,3.304,4,Perempuan,rural,3,0,45
11642,1.001,4,Laki-Laki,urban,1,1,50
11643,0.245,0,Perempuan,rural,0,3,43
11644,15.970,20,Laki-Laki,urban,3,0,29
11645,1.450,0,Laki-Laki,rural,1,9,36
11646,0.572,0,Laki-Laki,rural,0,3,47
11647,9.597,5,Perempuan,urban,5,0,44
11648,22.448,23,Laki-Laki,rural,0,5,32
11649,4.715,3,Laki-Laki,rural,2,0,43
11650,6.500,6,Laki-Laki,urban,9,1,40
11651,5.026,2,Perempuan,urban,4,3,34
11652,0.620,2,Laki-Laki,rural,0,1,27
11653,9.253,4,Laki-Laki,rural,1,1,45
11654,3.822,3,Perempuan,rural,1,2,35
11655,3.756,6,Perempuan,rural,2,6,42
11656,1.401,2,Laki-Laki,urban,0,2,43
11657,0.035,2,Perempuan,rural,2,0,42
11658,6.197,6,Laki-Laki,rural,0,1,45
11659,2.189,3,Perempuan,rural,1,2,42
11660,0.469,4,Laki-Laki,rural,2,1,41
11661,34.800,17,Perempuan,urban,8,5,32
11662,23.301,10,Laki-Laki,urban,2,8,33
11663,0.129,3,Laki-Laki,urban,2,2,32
11664,10.245,5,Laki-Laki,urban,5,1,35
11665,6.522,1,Laki-Laki,urban,1,3,40
11666,2.174,2,Perempuan,rural,5,1,40
11667,3.894,5,Perempuan,rural,4,0,45
11668,1.645,0,Perempuan,urban,0,3,28
11669,16.016,6,Perempuan,rural,6,1,36
11670,13.726,9,Laki-Laki,rural,4,0,39
11671,1.365,0,Perempuan,rural,1,1,44
11672,3.462,4,Perempuan,rural,2,5,39
11673,8.317,3,Laki-Laki,rural,1,7,19
11674,1.513,4,Perempuan,rural,2,2,37
11675,16.361,8,Laki-Laki,rural,2,3,36
11676,1.092,4,Perempuan,rural,1,1,37
11677,1.714,2,Perempuan,urban,9,4,40
11678,2.059,4,Laki-Laki,rural,1,10,28
11679,2.353,3,Laki-Laki,urban,3,0,40
11680,1.014,5,Perempuan,urban,0,3,42
11681,19.695,19,Perempuan,rural,8,6,36
11682,3.902,5,Laki-Laki,rural,3,2,28
11683,1.581,1,Perempuan,rural,4,2,40
11684,12.974,4,Laki-Laki,urban,1,4,33
11685,2.991,2,Perempuan,rural,1,0,43
11686,5.759,3,Perempuan,urban,2,1,41
11687,0.891,0,Laki-Laki,rural,1,0,40
11688,0.552,3,Laki-Laki,rural,1,3,32
11689,10.417,7,Perempuan,rural,6,3,39
11690,1.608,3,Laki-Laki,rural,2,2,40
11691,22.804,8,Laki-Laki,rural,2,8,41
11692,0.232,1,Laki-Laki,rural,1,1,38
11693,1.979,3,Laki-Laki,rural,0,3,32
11694,3.520,5,Laki-Laki,urban,3,1,45
11695,13.263,10,Perempuan,rural,5,2,45
11696,11.475,3,Perempuan,rural,0,5,25
11697,3.036,2,Laki-Laki,urban,1,1,32
11698,3.154,1,Laki-Laki,rural,1,1,39
11699,2.451,3,Laki-Laki,rural,3,1,45
11700,1.277,4,Perempuan,urban,2,2,38
11701,8.221,4,Laki-Laki,urban,0,2,33
11702,12.428,13,Perempuan,rural,7,5,41
11703,14.230,6,Laki-Laki,urban,3,6,33
11704,1.773,4,Laki-Laki,rural,2,3,41
11705,28.144,13,Perempuan,urban,7,4,39
11706,28.797,12,Perempuan,urban,3,2,39
11707,4.770,5,Laki-Laki,rural,8,3,43
11708,4.421,1,Perempuan,rural,1,3,41
11709,1.290,3,Laki-Laki,urban,0,2,37
11710,3.743,5,Perempuan,rural,0,2,40
11711,6.712,5,Perempuan,rural,2,4,44
11712,1.467,1,Perempuan,urban,4,2,41
11713,3.476,4,Laki-Laki,rural,1,2,44
11714,27.535,15,Laki-Laki,rural,8,4,42
11715,0.714,4,Perempuan,urban,0,0,37
11716,2.307,6,Laki-Laki,rural,3,9,37
11717,0.426,3,Laki-Laki,urban,0,2,36
11718,6.382,6,Perempuan,urban,0,2,39
11719,2.547,1,Perempuan,urban,3,2,43
11720,0.764,1,Laki-Laki,rural,0,2,37
11721,2.252,1,Perempuan,rural,4,3,33
11722,4.854,5,Laki-Laki,rural,4,2,24
11723,0.750,4,Laki-Laki,rural,1,2,30
11724,1.070,0,Perempuan,rural,6,2,38
11725,4.335,4,Perempuan,urban,1,1,34
11726,11.966,5,Laki-Laki,urban,1,2,40
11727,34.076,12,Perempuan,urban,9,5,38
11728,3.230,9,Perempuan,rural,7,2,36
11729,2.622,5,Perempuan,urban,3,0,50
11730,5.155,4,Laki-Laki,urban,1,0,38
11731,5.090,4,Perempuan,rural,1,5,45
11732,2.579,3,Laki-Laki,rural,0,1,35
11733,3.783,3,Perempuan,rural,3,3,34
11734,4.406,5,Laki-Laki,rural,1,3,44
11735,6.260,3,Perempuan,urban,3,2,37
11736,10.259,3,Perempuan,rural,5,3,38
11737,3.405,6,Laki-Laki,urban,1,2,31
11738,2.403,2,Laki-Laki,rural,1,4,33
11739,0.209,4,Laki-Laki,rural,0,1,41
11740,0.072,4,Laki-Laki,urban,0,2,39
11741,37.538,12,Perempuan,rural,6,6,45
11742,3.791,7,Laki-Laki,rural,2,1,40
11743,7.025,3,Laki-Laki,rural,3,1,37
11744,10.710,7,Laki-Laki,rural,0,4,35
11745,2.917,1,Perempuan,rural,1,0,32
11746,0.357,3,Perempuan,rural,5,2,36
11747,0.258,7,Perempuan,rural,2,3,40
11748,12.892,9,Perempuan,rural,4,4,41
11749,4.091,7,Laki-Laki,rural,2,1,40
11750,10.952,4,Laki-Laki,rural,1,2,33
11751,4.694,10,Laki-Laki,rural,3,3,36
11752,1.568,0,Perempuan,rural,8,2,45
11753,0.111,4,Laki-Laki,urban,1,3,37
11754,0.182,2,Perempuan,rural,4,2,27
11755,12.616,5,Laki-Laki,rural,1,2,47
11756,17.651,12,Perempuan,rural,4,5,33
11757,6.519,2,Laki-Laki,rural,18,2,29
11758,2.408,3,Perempuan,urban,0,0,46
11759,6.622,3,Laki-Laki,urban,2,1,34
11760,24.771,14,Perempuan,rural,4,6,51
11761,1.310,2,Laki-Laki,rural,1,1,39
11762,1.240,1,Laki-Laki,urban,2,0,39
11763,13.722,5,Perempuan,urban,1,8,39
11764,6.900,2,Perempuan,rural,3,2,35
11765,1.117,1,Laki-Laki,rural,1,5,42
11766,0.612,2,Perempuan,rural,0,1,37
11767,24.343,17,Perempuan,rural,8,2,35
11768,1.500,4,Laki-Laki,urban,3,3,34
11769,0.474,3,Laki-Laki,urban,1,1,38
11770,0.348,0,Laki-Laki,rural,3,0,31
11771,1.128,4,Perempuan,urban,2,1,38
11772,7.951,4,Perempuan,rural,2,1,45
11773,2.448,4,Laki-Laki,rural,9,4,39
11774,9.296,3,Laki-Laki,urban,3,2,31
11775,14.683,7,Laki-Laki,urban,0,3,31
11776,0.636,4,Perempuan,urban,7,3,33
11777,17.253,6,Perempuan,rural,1,10,42
11778,10.027,11,Laki-Laki,rural,2,3,39
11779,6.573,5,Laki-Laki,urban,3,2,30
11780,9.862,6,Perempuan,urban,4,3,43
11781,1.971,3,Laki-Laki,urban,0,2,32
11782,5.896,1,Laki-Laki,urban,1,2,39
11783,12.094,5,Perempuan,urban,3,1,36
11784,0.557,8,Laki-Laki,rural,1,2,35
11785,10.359,2,Laki-Laki,urban,1,3,41
11786,1.808,1,Laki-Laki,rural,1,4,41
11787,2.473,3,Perempuan,rural,2,3,36
11788,0.135,1,Perempuan,rural,2,1,35
11789,3.110,7,Laki-Laki,rural,10,1,42
11790,2.578,2,Laki-Laki,urban,1,3,37
11791,4.562,1,Perempuan,urban,2,2,39
11792,31.871,9,Laki-Laki,urban,2,5,38
11793,0.165,5,Laki-Laki,rural,0,1,47
11794,8.026,7,Laki-Laki,rural,2,1,43
11795,9.959,5,Perempuan,rural,2,2,36
11796,2.673,1,Laki-Laki,rural,2,6,33
11797,15.459,9,Perempuan,rural,2,6,38
11798,14.931,8,Laki-Laki,rural,1,3,44
11799,0.828,5,Laki-Laki,urban,0,0,39
11800,9.769,1,Laki-Laki,rural,4,1,49
11801,4.409,7,Laki-Laki,rural,2,1,39
11802,14.357,3,Perempuan,urban,6,4,38
11803,0.586,1,Laki-Laki,urban,1,3,42
11804,4.240,3,Perempuan,rural,4,2,41
11805,2.461,5,Perempuan,urban,6,2,38
11806,11.199,4,Perempuan,urban,1,1,36
11807,3.598,1,Perempuan,rural,3,0,44
11808,11.785,7,Perempuan,urban,0,0,46
11809,8.627,1,Laki-Laki,urban,2,1,33
11810,8.107,6,Laki-Laki,rural,1,3,37
11811,12.577,7,Laki-Laki,rural,1,3,37
11812,1.846,4,Perempuan,rural,2,0,38
11813,35.797,14,Perempuan,rural,3,1,40
11814,4.728,1,Laki-Laki,rural,4,2,39
11815,5.831,8,Perempuan,rural,6,2,41
11816,3.975,1,Laki-Laki,urban,2,0,35
11817,1.101,3,Laki-Laki,rural,0,4,39
11818,5.683,5,Perempuan,rural,4,1,39
11819,8.518,6,Laki-Laki,urban,0,1,38
11820,8.567,8,Laki-Laki,urban,3,6,28
11821,1.562,3,Laki-Laki,urban,1,3,45
11822,0.231,5,Perempuan,urban,2,2,39
11823,0.714,0,Perempuan,urban,3,2,34
11824,4.170,1,Perempuan,rural,0,0,38
11825,11.873,3,Perempuan,rural,2,3,43
11826,20.347,9,Laki-Laki,rural,3,3,40
11827,0.351,8,Perempuan,rural,4,5,32
11828,7.280,3,Laki-Laki,rural,2,7,45
11829,9.171,13,Laki-Laki,rural,2,2,37
11830,1.353,1,Perempuan,rural,5,5,32
11831,7.394,7,Laki-Laki,urban,0,2,39
11832,1.583,2,Perempuan,rural,2,3,40
11833,5.451,7,Perempuan,rural,1,4,39
11834,20.852,6,Perempuan,rural,6,3,44
11835,0.251,4,Laki-Laki,rural,4,2,40
11836,6.919,6,Perempuan,rural,2,2,48
11837,7.385,13,Laki-Laki,urban,1,3,35
11838,0.129,1,Perempuan,urban,1,2,39
11839,4.398,1,Perempuan,urban,5,2,39
11840,4.191,4,Perempuan,urban,3,1,49
11841,2.487,4,Perempuan,urban,1,4,50
11842,10.523,7,Perempuan,rural,3,3,40
11843,7.961,7,Laki-Laki,rural,4,1,43
11844,0.054,3,Laki-Laki,rural,1,1,32
11845,8.379,12,Perempuan,urban,5,2,38
11846,21.543,8,Perempuan,rural,4,6,33
11847,13.772,6,Laki-Laki,rural,3,1,47
11848,0.305,5,Perempuan,rural,4,4,39
11849,3.903,5,Laki-Laki,rural,2,2,33
11850,2.742,3,Perempuan,rural,5,2,40
11851,12.441,8,Perempuan,urban,5,2,34
